List Number	Series Number	2006 list	2008 list	2010 list	2012 list	2018 list	r/tbr/w	Title	Author	List	Original/Alt Title	Wilson score	nationality	Period	List Notes	Work_Wikidata_ID	Author_Wikidata_ID
723			2008	2010	2012	2018		Three Trapped Tigers	Cabrera Infante, Guillermo	3) Added 2008		603		1900s		Q3540053	Q302675
724		2006	2008	2010	2012	2018		Sometimes a Great Notion	Kesey, Ken	1) core list		187	American	1900s		Q4373175	Q244390
725		2006	2008	2010	2012	2018		The Passion According to G.H.	Lispector, Clarice	1) core list		111	Russian/Brazilian	1900s		Q9558465	Q235955
726			2008	2010	2012	2018		Back to Oegstgeest	Wolkers, Jan	3) Added 2008	Terug naar Oegstgeest	1203	Dutch	1900s		Q2045007	Q379679
727			2008	2010	2012	2018		Closely Watched Trains	Hrabal, Bohumil	3) Added 2008		472		1900s		Q3998257	Q242130
728		2006	2008	2010	2012	2018		The River Between	Ngugi wa Thiong'o	1) core list		741	Kenyan	1900s		Q7760989	Q302910
729			2008	2010	2012	2018		Garden, Ashes	Kis, Danilo	3) Added 2008		116		1900s		Q16981656	Q310562
730		2006	2008	2010	2012	2018		Everything That Rises Must Converge	O'Connor, Flannery	1) core list		28	American	1900s		Q5418095	Q234579
731		2006						God Bless You, Mr. Rosewater	Vonnegut, Kurt	2) Deleted 2008		302	American	1900s		Q2637474	Q49074
732		2006						August is a Wicked Month	O'Brien, Edna	2) Deleted 2008		1236	Irish	1900s		Q16154411	Q178225
733		2006	2008	2010	2012	2018		Things: A Story of the Sixties	Perec, Georges	1) core list	Les choses	691	French	1900s		Q2916018	Q157303
734			2008	2010	2012	2018		Death and the Dervish	Selimovic, Mesa	3) Added 2008	Derviš i smrt	3		1900s		Q1192882	Q315677
735			2008	2010	2012	2018		Silence	Endo, Shusaku	3) Added 2008		128		1900s		Q3960523	Q316217
736			2008	2010	2012	2018		To Each His Own	Sciascia, Leonardo	3) Added 2008	A ciascuno il suo	514	Italian	1900s		Q2238230	Q317142
737		2006	2008	2010	2012	2018		The Crying of Lot 49	Pynchon, Thomas	1) core list		725	American	1900s		Q2344707	Q35155
738		2006	2008	2010	2012	2018		Giles Goat-Boy	Barth, John	1) core list		1008	American	1900s		Q5561660	Q315683
739			2008	2010	2012	2018		Marks of Identity	Goytisolo, Juan	3) Added 2008		1021		1900s		Q2276058	Q353762
740		2006	2008	2010	2012	2018		The Vice-Consul	Duras, Marguerite	1) core list		1072	French	1900s		Q3228084	Q153248
741		2006	2008	2010	2012	2018		The Magus	Fowles, John	1) core list		337	English	1900s		Q1195350	Q214660
742		2006	2008	2010	2012	2018		In Cold Blood	Capote, Truman	1) core list		158	American	1900s		Q1142887	Q134180
743		2006						Trawl	Johnson, B.S.	2) Deleted 2008		1218	English	1900s		Q135758557	Q795238
744		2006						The Birds Fall Down	West, Rebecca	2) Deleted 2008		1145	English	1900s		Q135758990	Q236669
745		2006						A Man Asleep	Perec, Georges	2) Deleted 2008	Un homme qui dort	179	French	1900s		Q245847	Q157303
746		2006	2008	2010	2012	2018		The Master and Margarita	Bulgakov, Mikhail	1) core list		18	Russian	1900s		Q188538	Q835
747		2006	2008	2010	2012	2018		Wide Sargasso Sea	Rhys, Jean	1) core list		932	Domenican/English	1900s		Q2268151	Q230598
748		2006	2008	2010	2012	2018		The Third Policeman	O'Brien, Flann	1) core list		219		1900s		Q2483345	Q469093
749			2008	2010	2012	2018		Miramar	Mahfouz, Naguib	3) Added 2008		577		1900s		Q339908	Q7176
750			2008	2010	2012	2018		Z	Vassilikos, Vassilis	3) Added 2008		423		1900s		Q3574397	Q1362809
751		2006						The Joke	Kundera, Milan	2) Deleted 2008		290	Czech	1900s		Q1156065	Q93166
752		2006	2008	2010	2012	2018		Pilgrimage	Richardson, Dorothy	1) core list		1221	English	1900s		Q30610271	Q447268
753			2008	2010	2012	2018		The Manor	Singer, Isaac Bashevis	3) Added 2008		490		1900s		Q16570470	Q75612
754		2006	2008	2010	2012	2018		One Hundred Years of Solitude	García Márquez, Gabriel	1) core list		190	Colombian	1900s		Q178869	Q5878
755		2006						The Cubs and Other Stories	Vargas Llosa, Mario	2) Deleted 2008		1050	Peruvian	1900s		Q5979860	Q39803
756		2006						Chocky	Wyndham, John	2) Deleted 2008		559	English	1900s		Q1148208	Q313673
757		2006	2008	2010	2012	2018		No Laughing Matter	Wilson, Angus	1) core list		1304	English	1900s		Q7044341	Q287460
758			2008	2010	2012	2018		Day of the Dolphin	Merle, Robert	3) Added 2008		780		1900s		Q837041	Q315949
759		2006	2008	2010	2012	2018		The Electric Kool-Aid Acid Test	Wolfe, Tom	1) core list		433	American	1900s		Q13424625	Q216195
760		2006	2008	2010	2012	2018		Eva Trout	Bowen, Elizabeth	1) core list		1235		1900s		Q3735146	Q235308
761			2008	2010	2012	2018		The Cathedral	Honchar, Oles	3) Added 2008		624		1900s		Q12154124	Q2388302
762		2006	2008	2010	2012	2018		A Kestrel for a Knave	Hines, Barry	1) core list		317	English	1900s		Q4657543	Q4864315
763		2006	2008	2010	2012	2018		In Watermelon Sugar	Brautigan, Richard	1) core list		194	American	1900s		Q3743610	Q357114
764		2006	2008	2010	2012	2018		The German Lesson	Lenz, Siegfried	1) core list		329	German	1900s		Q1206523	Q76412
765		2006						Dark as the Grave Wherein My Friend is Laid	Lowry, Malcolm	2) Deleted 2008		1057	English	1900s		Q135767328	Q357120
766		2006	2008	2010	2012	2018		The Quest for Christa T.	Wolf, Christa	1) core list		966		1900s		Q1962235	Q57382
767		2006	2008	2010	2012	2018		Do Androids Dream of Electric Sheep?	Dick, Philip K.	1) core list		123	American	1900s		Q605249	Q171091
768		2006	2008	2010	2012	2018		2001: A Space Odyssey	Clarke, Arthur C.	1) core list		81	England	1900s		Q835341	Q47087
769		2006	2008	2010	2012	2018		Belle du Seigneur	Cohen, Albert	1) core list		600	Greek/Swiss	1900s		Q2717165	Q123553
770		2006						The Nice and the Good	Murdoch, Iris	2) Deleted 2008		724	English	1900s		Q18393581	Q217495
771		2006	2008	2010	2012	2018		Cancer Ward	Solzhenitsyn, Aleksandr	1) core list		112	Russian	1900s		Q1093483	Q34474
772		2006	2008	2010	2012	2018		Myra Breckinridge	Vidal, Gore	1) core list		1038	American	1900s		Q2739687	Q167821
773		2006	2008	2010	2012	2018		The First Circle	Solzhenitsyn, Aleksandr	1) core list		115	Russian	1900s		Q599585	Q34474
774		2006	2008	2010	2012	2018		A Void	Perec, Georges	1) core list	La disparition	721	French	1900s		Q595140	Q157303
775		2006	2008	2010	2012	2018		Them	Oates, Joyce Carol	1) core list		994	American	1900s		Q7781163	Q217557
776		2006	2008	2010	2012	2018		Ada	Nabokov, Vladimir	1) core list		207	Russian/American	1900s		Q117431	Q36591
777		2006	2008	2010	2012	2018		The Godfather	Puzo, Mario	1) core list		14	American	1900s		Q243556	Q182870
778		2006	2008	2010	2012	2018		Portnoy’s Complaint	Roth, Philip	1) core list		775	American	1900s		Q2707531	Q187019
779			2008	2010	2012	2018		Jacob the Liar	Becker, Jurek	3) Added 2008		738		1900s		Q1034591	Q77317
780		2006						The Green Man	Amis, Kingsley	2) Deleted 2008		1058	English	1900s		Q7738180	Q220078
781		2006	2008	2010	2012	2018		The French Lieutenant’s Woman	Fowles, John	1) core list		562	English	1900s		Q1268075	Q214660
782		2006	2008	2010	2012	2018		Slaughterhouse Five	Vonnegut, Kurt	1) core list		138	American	1900s		Q265954	Q49074
783		2006	2008	2010	2012	2018		Blind Man With a Pistol	Himes, Chester	1) core list		1039	American	1900s		Q16208871	Q550521
784		2006	2008	2010	2012	2018		Pricksongs and Descants	Coover, Robert	1) core list		785	American	1900s		Q132204760	Q1282338
785		2006	2008	2010	2012	2018		Tent of Miracles	Amado, Jorge	1) core list		754	Brazilian	1900s		Q140000	Q184440
786		2006						The Atrocity Exhibition	Ballard, J.G.	2) Deleted 2008		548		1900s		Q1083082	Q140201
787			2008	2010	2012	2018		The Case Worker	Konrad, Gyorgy	3) Added 2008		476		1900s		Q135843273	Q326823
788			2008	2010	2012	2018		Moscow Stations	Erofeyev, Venedikt	3) Added 2008		165		1900s		Q1215725	Q366503
789			2008	2010	2012	2018		Heartbreak Tango	Puig, Manuel	3) Added 2008	Boquitas pintadas	571		1900s		Q580827	Q284560
790			2008	2010	2012	2018		Season of Migration to the North	Salih, Tayeb	3) Added 2008		727		1900s		Q921128	Q561434
791			2008	2010	2012	2018		Here's to You, Jesusa	Poniatowska, Elena	3) Added 2008		608		1900s		Q5861346	Q261397
792			2008	2010	2012	2018		Fifth Business	Davies, Robertson	3) Added 2008		177		1900s		Q5447489	Q545375
793			2008	2010	2012	2018		Play It As It Lays	Didion, Joan	3) Added 2008		445	American	1900s		Q3906483	Q267691
794		2006	2008	2010	2012	2018		Anniversaries	Johnson, Uwe	1) core list	Jahrestage	686	German/English	1900s		Q1678667	Q61627
795		2006						Troubles	Farrell, J.G.	2) Deleted 2008		825	English	1900s		Q4000425	Q542763
796		2006						Mercier and Camier	Beckett, Samuel	2) Deleted 2008		777	Irish	1900s		Q6818495	Q37327
797			2008	2010	2012	2018		A World for Julius	Bryce Echenique, Alfredo	3) Added 2008		222		1900s		Q4660815	Q734092
798		2006	2008	2010	2012	2018		I Know Why the Caged Bird Sings	Angelou, Maya	1) core list		38	American	1900s		Q3163506	Q19526
799		2006						Goalie’s Anxiety at the Penalty Kick	Handke, Peter	2) Deleted 2008		1212	Austrian	1900s		Q252283	Q44107
800		2006	2008	2010	2012	2018		The Bluest Eye	Morrison, Toni	1) core list		176	American	1900s		Q1069956	Q72334
801		2006						The Ogre	Tournier, Michael	2) Deleted 2008		325	French	1900s		Q3226565	Q160783
802		2006						The Driver’s Seat	Spark, Muriel	2) Deleted 2008		892	Scottish	1900s		Q3791807	Q233956
803		2006	2008	2010	2012	2018		The Sea of Fertility	Mishima, Yukio	1) core list		172	Japanese	1900s		Q948709	Q134456
804		2006	2008	2010	2012	2018		Rabbit Redux	Updike, John	1) core list		711	American	1900s		Q1725082	Q105756
805		2006						The Wild Boys	Burroughs, William	2) Deleted 2008		989	American	1900s		Q4161486	Q188176
806			2008	2010	2012	2018		Cataract	Osadchyi, Mykhailo	3) Added 2008		1310		1900s		Q135822219	Q12136505
807		2006	2008	2010	2012	2018		Group Portrait With Lady	Böll, Heinrich	1) core list		503	German	1900s		Q1551030	Q42747
808		2006	2008	2010	2012	2018		Fear and Loathing in Las Vegas	Thompson, Hunter S.	1) core list		108	American	1900s		Q772435	Q219780
809		2006	2008	2010	2012	2018		The Book of Daniel	Doctorow, E.L.	1) core list		578	American	1900s		Q1167369	Q335232
810			2008	2010	2012	2018		Lives of Girls and Women	Munro, Alice	3) Added 2008		286	Canadian	1900s		Q60663993	Q234819
811		2006	2008	2010	2012	2018		House Mother Normal	Johnson, B.S.	1) core list		787	English	1900s		Q5913696	Q795238
812		2006	2008	2010	2012	2018		In A Free State	Naipaul, V.S.	1) core list		1067	Trinidad	1900s		Q3797477	Q44593
813		2006	2008	2010	2012	2018		Surfacing	Atwood, Margaret	1) core list		1065	Canadian	1900s		Q7646051	Q183492
814		2006	2008	2010	2012	2018		G	Berger, John	1) core list		1071	English	1900s		Q3755540	Q382604
815		2006	2008	2010	2012	2018		The Summer Book	Jansson, Tove	1) core list		113	Finlandish	1900s		Q7767247	Q102071
816		2006						The Breast	Roth, Philip	2) Deleted 2008		1240	American	1900s		Q2467604	Q187019
817			2008	2010	2012	2018		The Twilight Years	Ariyoshi, Sawako	3) Added 2008		899		1900s		Q7770858	Q469707
818			2008	2010	2012	2018		The Optimist's Daughter	Welty, Eudora	3) Added 2008		1029	American	1900s		Q7755231	Q259364
819		2006	2008	2010	2012	2018		Invisible Cities	Calvino, Italo	1) core list		56	Italian	1900s		Q1219705	Q154756
820		2006						Sula	Morrison, Toni	2) Deleted 2008		346	American	1900s		Q3503405	Q72334
821		2006						The Black Prince	Murdoch, Iris	2) Deleted 2008		489	Irish	1900s		Q7718418	Q217495
822		2006	2008	2010	2012	2018		Gravity’s Rainbow	Pynchon, Thomas	1) core list		469	American	1900s		Q1212160	Q35155
823		2006	2008	2010	2012	2018		The Honorary Consul	Greene, Graham	1) core list		700	English	1900s		Q1998813	Q128560
824		2006	2008	2010	2012	2018		Crash	Ballard, J.G.	1) core list		976		1900s		Q1093988	Q140201
825		2006	2008	2010	2012	2018		The Castle of Crossed Destinies	Calvino, Italo	1) core list		1027	Italian	1900s		Q612882	Q154756
826		2006	2008	2010	2012	2018		The Siege of Krishnapur	Farrell, J.G.	1) core list		506	English	1900s		Q3818819	Q542763
827		2006	2008	2010	2012	2018		A Question of Power	Head, Bessie	1) core list		900	S African	1900s		Q42194769	Q455286
828		2006	2008	2010	2012	2018		Fear of Flying	Jong, Erica	1) core list		1133	American	1900s		Q1088550	Q236950
829		2006						Breakfast of Champions	Vonnegut, Kurt	2) Deleted 2008		151	American	1900s		Q788777	Q49074
830		2006						Tinker Tailor Soldier Spy	Le Carré, John	2) Deleted 2008		206	English	1900s		Q582811	Q209641
831			2008	2010	2012	2018		The Dispossessed	Le Guin, Ursula K.	3) Added 2008		57		1900s		Q467720	Q181659
832			2008	2010	2012	2018		The Diviners	Laurence, Margaret	3) Added 2008		110		1900s		Q7730431	Q443591
833		2006	2008	2010	2012	2018		The Lost Honor of Katharina Blum	Böll, Heinrich	1) core list		751	German	1900s		Q841315	Q42747
834		2006	2008	2010	2012	2018		Dusklands	Coetzee, J.M.	1) core list		1116	S. African	1900s		Q675265	Q43293
835		2006	2008	2010	2012	2018		The Fan Man	Kotzwinkle, William	1) core list		229	American	1900s		Q15052483	Q639538
836			2008	2010	2012	2018		The Port	Šoljan, Antun	3) Added 2008	Luka	1270		1900s		Q97224965	Q1292483
837		2006	2008	2010	2012	2018		Ragtime	Doctorow, E.L.	1) core list		466	American	1900s		Q737910	Q335232
838			2008	2010	2012	2018		The Commandant	Anderson, Jessica	3) Added 2008		1283		1900s		Q134994142	Q458240
839			2008	2010	2012	2018		The Year of the Hare	Paasilinna, Arto	3) Added 2008		881		1900s		Q661017	Q211542
840		2006	2008	2010	2012	2018		Humboldt’s Gift	Bellow, Saul	1) core list		644	Canadian/American	1900s		Q3793856	Q83059
841		2006						High Rise	Ballard, J.G.	2) Deleted 2008		929		1900s		Q2249908	Q140201
842			2008	2010	2012	2018		Woman at Point Zero	El Saadawi, Nawal	3) Added 2008		156		1900s		Q8030711	Q238514
843		2006	2008	2010	2012	2018		Willard and His Bowling Trophies	Brautigan, Richard	1) core list		528	American	1900s		Q8003506	Q357114
844		2006	2008	2010	2012	2018		Fatelessness	Kertész, Imre	1) core list		184	Hungarian	1900s		Q655701	Q47755
845		2006	2008	2010	2012	2018		The Dead Father	Barthelme, Donald	1) core list		708	American	1900s		Q7729289	Q353869
846		2006						Grimus	Rushdie, Salman	2) Deleted 2008		1178	Indian	1900s		Q224965	Q44306
847		2006	2008	2010	2012	2018		Correction	Bernhard, Thomas	1) core list		51		1900s		Q698410	Q44336
848		2006						Dead Babies	Amis, Martin	2) Deleted 2008		1183	English	1900s		Q3400390	Q310176
849		2006	2008	2010	2012	2018		A Dance to the Music of Time	Powell, Anthony	1) core list		639	English	1900s		Q1392936	Q573805
850		2006	2008	2010	2012	2018		W, or the Memory of Childhood	Perec, Georges	1) core list		516	French	1900s		Q3564888	Q157303
851		2006	2008	2010	2012	2018		The Autumn of the Patriarch	García Márquez, Gabriel	1) core list		509	Colombian	1900s		Q961566	Q5878
852		2006	2008	2010	2012	2018		Patterns of Childhood	Wolf, Christa	1) core list		597	German	1900s		Q1741948	Q57382
853		2006						Amateurs	Barthelme, Donald	2) Deleted 2008		761	American	1900s		Q16514436	Q353869
854			2008	2010	2012	2018		Blaming	Taylor, Elizabeth	3) Added 2008		909	English	1900s		Q16385153	Q442330
855		2006	2008	2010	2012	2018		Cutter and Bone	Thornburg, Newton	1) core list		520	American	1900s		Q5196946	Q7020395
856		2006	2008	2010	2012	2018		Interview With the Vampire	Rice, Anne	1) core list		253	American	1900s		Q176470	Q184785
857		2006						The Public Burning	Coover, Robert	2) Deleted 2008		545	American	1900s		Q7758686	Q1282338
858		2006						Ratner’s Star	DeLillo, Don	2) Deleted 2008		1160	American	1900s		Q16991530	Q310048
859		2006	2008	2010	2012	2018		The Left-Handed Woman	Handke, Peter	1) core list		1216	Austrian	1900s		Q3822159	Q44107
860			2008	2010	2012	2018		Kiss of the Spider Woman	Puig, Manuel	3) Added 2008		321		1900s		Q646668	Q284560
861			2008	2010	2012	2018		Almost Transparent Blue	Murakami, Ryu	3) Added 2008		1198	Japanese	1900s		Q597217	Q380265
862		2006	2008	2010	2012	2018		In the Heart of the Country	Coetzee, J.M.	1) core list		845	S. African	1900s		Q5832104	Q43293
863			2008	2010	2012	2018		The Engineer of Human Souls	Skvorecky, Josef	3) Added 2008		340		1900s		Q25714596	Q333741
864			2008	2010	2012	2018		Quartet in Autumn	Pym, Barbara	3) Added 2008		378		1900s		Q737164	Q272585
865		2006	2008	2010	2012	2018		The Hour of the Star	Lispector, Clarice	1) core list		210	Russian/Brazilian	1900s		Q7740489	Q235955
866		2006	2008	2010	2012	2018		Song of Solomon	Morrison, Toni	1) core list		183	American	1900s		Q3480330	Q72334
867		2006						Petals of Blood	Ngugi wa Thiong'o	2) Deleted 2008		699	Kenyan	1900s		Q7171660	Q302910
868			2008	2010	2012	2018		The Wars	Findley, Timothy	3) Added 2008		460		1900s		Q7773615	Q1379443
869		2006	2008	2010	2012	2018		Dispatches	Herr, Michael	1) core list		40	American	1900s		Q4801413	Q937835
870		2006	2008	2010	2012	2018		The Shining	King, Stephen	1) core list		105	American	1900s		Q470937	Q39829
871		2006	2008	2010	2012	2018		Delta of Venus	Nin, Anaïs	1) core list		915	French	1900s		Q1167497	Q220018
872		2006						The Passion of New Eve	Carter, Angela	2) Deleted 2008		903	English	1900s		Q3823481	Q234519
873			2008	2010	2012	2018		The Beggar Maid	Munro, Alice	3) Added 2008		392	Canadian	1900s		Q3667381	Q234819
874			2008	2010	2012	2018		Requiem for a Dream	Selby, Jr. Hubert	3) Added 2008		122		1900s		Q3428183	Q551487
875		2006	2008	2010	2012	2018		The Singapore Grip	Farrell, J.G.	1) core list		681	English	1900s		Q716707	Q542763
876		2006	2008	2010	2012	2018		The Sea, The Sea	Murdoch, Iris	1) core list		523	English	1900s		Q3794562	Q217495
877		2006	2008	2010	2012	2018		Life: A User’s Manual	Perec, Georges	1) core list	La vie: mode d'emploi	117	French	1900s		Q302255	Q157303
878		2006						The World According to Garp	Irving, John	2) Deleted 2008		240	American	1900s		Q2507282	Q310379
879			2008	2010	2012	2018		The Back Room	Martin Gaite, Carmen	3) Added 2008		632		1900s		Q5834434	Q268582
880		2006	2008	2010	2012	2018		The Virgin in the Garden	Byatt, A.S.	1) core list		937	English	1900s		Q24255754	Q232417
881		2006						Yes	Bernhard, Thomas	2) Deleted 2008		282		1900s		Q1676734	Q44336
882		2006	2008	2010	2012	2018		The Cement Garden	McEwan, Ian	1) core list		973	English	1900s		Q1198186	Q190379
883		2006	2008	2010	2012	2018		Hitchhiker’s Guide to the Galaxy	Adams, Douglas	1) core list		30	English	1900s		Q25169	Q42
884		2006	2008	2010	2012	2018		If On a Winter’s Night a Traveler	Calvino, Italo	1) core list	Se una notte d'inverno un viaggiatore	163	Italian	1900s		Q1032190	Q154756
885		2006						The Safety Net	Böll, Heinrich	2) Deleted 2008		1182	German	1900s		Q17332470	Q42747
886			2008	2010	2012	2018		So Long a Letter	Ba, Mariama	3) Added 2008		358		1900s		Q7549373	Q464389
887		2006	2008	2010	2012	2018		Burger’s Daughter	Gordimer, Nadine	1) core list		1095	S African	1900s		Q4998526	Q47619
888		2006	2008	2010	2012	2018		A Bend in the River	Naipaul, V.S.	1) core list		704	Trinidad	1900s		Q482567	Q44593
889		2006						Shikasta	Lessing, Doris	2) Deleted 2008		955		1900s		Q1463723	Q40874
890			2008	2010	2012	2018		A Dry White Season	Brink, Andre	3) Added 2008		273		1900s		Q3549751	Q380664
891		2006	2008	2010	2012	2018		The Book of Laughter and Forgetting	Kundera, Milan	1) core list		270	Czech	1900s		Q2723517	Q93166
892			2008	2010	2012	2018		Fool's Gold	Douka, Maro	3) Added 2008		1274		1900s		Q134994163	Q3296538
893		2006	2008	2010	2012	2018		Smiley’s People	Le Carré, John	1) core list		41	English	1900s		Q1231505	Q209641
894			2008	2010	2012	2018		Southern Seas	Vázquez Montalbán, Manuel	3) Added 2008		1025		1900s		Q125679849	Q316884
895		2006	2008	2010	2012	2018		The Name of the Rose	Eco, Umberto	1) core list	Il nome della rosa	166	Italian	1900s		Q172850	Q12807
896		2006						City Primeval	Leonard, Elmore	2) Deleted 2008		674	American	1900s		Q5123382	Q336519
897			2008	2010	2012	2018		Clear Light of Day	Desai, Anita	3) Added 2008		886		1900s		Q3667522	Q268495
898		2006	2008	2010	2012	2018		Confederacy of Dunces	Toole, John Kennedy	1) core list		482	American	1900s		Q627749	Q313739
899		2006	2008	2010	2012	2018		Rituals	Nooteboom, Cees	1) core list	Rituelen	953	Dutch	1900s		Q737805	Q158394
900			2008	2010	2012	2018		Smell of Sadness	Kossmann, Alfred	3) Added 2008	Geur der droefenis	1316		1900s		Q134999155	Q1895179
901		2006	2008	2010	2012	2018		Broken April	Kadare, Ismail	1) core list		309	Albanian	1900s		Q2280031	Q179695
902		2006						Rites of Passage	Golding, William	2) Deleted 2008		1009	English	1900s		Q3937279	Q44183
903		2006	2008	2010	2012	2018		Midnight’s Children	Rushdie, Salman	1) core list		438	Indian	1900s		Q625764	Q44306
904		2006	2008	2010	2012	2018		Waiting for the Barbarians	Coetzee, J.M.	1) core list		303	S. African	1900s		Q1565837	Q43293
905		2006	2008	2010	2012	2018		Summer in Baden-Baden	Tsypkin, Leonid	1) core list		870	Russian?	1900s		Q7637489	Q1277149
906			2008	2010	2012	2018		The House with the Blind Glass Windows	Wassmo, Herbjorg	3) Added 2008		673		1900s		Q3446212	Q255359
907			2008	2010	2012	2018		Leaden Wings	Jie, Zhang	3) Added 2008		1292		1900s		Q109343638	Q197201
908			2008	2010	2012	2018		The War of the End of the World	Vargas Llosa, Mario	3) Added 2008	La guerra del fin del mundo	121	Peruvian	1900s		Q1194969	Q39803
909		2006	2008	2010	2012	2018		Lanark: A Life in Four Books	Gray, Alasdair	1) core list		276	Scottish	1900s		Q6482902	Q729121
910		2006	2008	2010	2012	2018		Rabbit is Rich	Updike, John	1) core list		532	American	1900s		Q549152	Q105756
911		2006						The Names	DeLillo, Don	2) Deleted 2008		988	American	1900s		Q7753069	Q310048
912		2006						Concrete	Bernhard, Thomas	2) Deleted 2008		144	Dutch	1900s		Q19571335	Q44336
913			2008	2010	2012	2018		Couples, Passerby	Strauss, Botho	3) Added 2008		1303		1900s		Q2045028	Q60955
914		2006	2008	2010	2012	2018		July’s People	Gordimer, Nadine	1) core list		1018	S. African	1900s		Q6310424	Q47619
915		2006						The Comfort of Strangers	McEwan, Ian	2) Deleted 2008		1081	English	1900s		Q1754953	Q190379
916		2006	2008	2010	2012	2018		On the Black Hill	Chatwin, Bruce	1) core list		387	English	1900s		Q3976843	Q348916
917		2006						The Newton Letter	Banville, John	2) Deleted 2008		1066	Irish	1900s		Q16387303	Q313077
918		2006	2008	2010	2012	2018		The House of the Spirits	Allende, Isabel	1) core list		60	Peruvian	1900s		Q1168267	Q83566
919		2006	2008	2010	2012	2018		Schindler’s Ark	Keneally, Thomas	1) core list		15	Australian	1900s		Q1975638	Q298334
920		2006	2008	2010	2012	2018		A Pale View of Hills	Ishiguro, Kazuo	1) core list		683	English	1900s		Q4658705	Q272855
921		2006	2008	2010	2012	2018		Wittgenstein’s Nephew	Bernhard, Thomas	1) core list		182	Dutch	1900s		Q844847	Q44336
922		2006	2008	2010	2012	2018		The Color Purple	Walker, Alice	1) core list		46	American	1900s		Q1897870	Q215868
923		2006	2008	2010	2012	2018		A Boy’s Own Story	White, Edmund	1) core list		682	American	1900s		Q2601903	Q729117
924		2006	2008	2010	2012	2018		If Not Now, When?	Levi, Primo	1) core list		71	Italy	1900s		Q1443497	Q153670
925			2008	2010	2012	2018		The Book of Disquiet	Pessoa, Fernando	3) Added 2008		7		1900s		Q2632627	Q173481
926			2008	2010	2012	2018		Baltasar and Blimunda	Saramago, Jose	3) Added 2008		430		1900s		Q2510238	Q37060
927		2006	2008	2010	2012	2018		The Sorrow of Belgium	Claus, Hugo	1) core list	Het verdriet van België	1104	Belgian	1900s		Q2603408	Q117783
928		2006	2008	2010	2012	2018		The Piano Teacher	Jelinek, Elfriede	1) core list		1042	Austrian	1900s		Q3823559	Q47243
929		2006						The Diary of Jane Somers	Lessing, Doris	2) Deleted 2008	Re: Colonised Planet 5, Shikasta	541		1900s		Q86450090	Q40874
930		2006	2008	2010	2012	2018		The Life and Times of Michael K	Coetzee, J.M.	1) core list		477	S. African	1900s		Q761474	Q43293
931		2006	2008	2010	2012	2018		Waterland	Swift, Graham	1) core list		471	English	1900s		Q3795005	Q437718
932		2006	2008	2010	2012	2018		La Brava	Leonard, Elmore	1) core list		807	American	1900s		Q6460688	Q336519
933		2006						Fools of Fortune	Trevor, William	2) Deleted 2008		425	Irish	1900s		Q6691694	Q528826
934		2006						Worstward Ho	Beckett, Samuel	2) Deleted 2008		995	Irish	1900s		Q2937128	Q37327
935			2008	2010	2012	2018		The Christmas Oratorio	Tunstrom, Goran	3) Added 2008		875		1900s		Q10541297	Q968708
936			2008	2010	2012	2018		Fado Alexandrino	Antunes, Antonio Lobo	3) Added 2008		606		1900s		Q3064403	Q333849
937			2008	2010	2012	2018		The Witness	Saer, Juan Jose	3) Added 2008		407		1900s		Q130538876	Q712518
938		2006	2008	2010	2012	2018		Shame	Rushdie, Salman	1) core list		595	Indian	1900s		Q852565	Q44306
939		2006	2008	2010	2012	2018		Money: A Suicide Note	Amis, Martin	1) core list		889	English	1900s		Q3860773	Q310176
940		2006	2008	2010	2012	2018		Flaubert’s Parrot	Barnes, Julian	1) core list		842	English	1900s		Q1063693	Q295431
941			2008	2010	2012	2018		Professor Martens' Departure	Kross, Jaan	3) Added 2008		1193		1900s		Q5308044	Q161842
942		2006	2008	2010	2012	2018		Blood and Guts in High School	Acker, Kathy	1) core list		1149	American	1900s		Q4927761	Q270641
943			2008	2010	2012	2018		Larva: Midsummer Night's Babel	Rios, Julian	3) Added 2008		1170		1900s		Q134999213	Q2758982
944		2006	2008	2010	2012	2018		Nights at the Circus	Carter, Angela	1) core list		413	English	1900s		Q3878871	Q234519
945		2006	2008	2010	2012	2018		Neuromancer	Gibson, William	1) core list		419	American	1900s		Q662029	Q188987
946		2006	2008	2010	2012	2018		The Wasp Factory	Banks, Iain	1) core list		459	Scottish	1900s		Q589485	Q312579
947			2008	2010	2012	2018		Democracy	Didion, Joan	3) Added 2008		690	American	1900s		Q5255482	Q267691
948		2006	2008	2010	2012	2018		The Lover	Duras, Marguerite	1) core list		601	French	1900s		Q1195257	Q153248
949		2006	2008	2010	2012	2018		The Year of the Death of Ricardo Reis	Saramago, José	1) core list		301	Portugese	1900s		Q2717015	Q37060
950		2006	2008	2010	2012	2018		Empire of the Sun	Ballard, J.G.	1) core list		312		1900s		Q2412167	Q140201
951		2006	2008	2010	2012	2018		The Busconductor Hines	Kelman, James	1) core list		1131	Scottish	1900s		Q16849669	Q720806
952		2006	2008	2010	2012	2018		Dictionary of the Khazars	Pavic, Milorad	1) core list		119	Yugoslav	1900s		Q1995458	Q157204
953		2006	2008	2010	2012	2018		The Unbearable Lightness of Being	Kundera, Milan	1) core list		130	Czech	1900s		Q917055	Q93166
954		2006	2008	2010	2012	2018		Legend	Gemmell, David	1) core list		33	English	1900s		Q824307	Q220450
